Food,Sugar,Carbs,Calories,Fiber,Protein,Fat,Sodium,Risk_Score,Label
Moong dal kheer,7.92,9.89,77.16,0.4,2.95,2.97,16.34,31.29636686,Moderate
Phirni,10.79,16.11,116.12,0.36,3.49,4.34,22.47,46.700303979999994,Avoid
Semolina halwa (Suji ka halwa),13.98,24.67,225.65,1.86,2.16,13.38,1.28,55.199817825000004,Avoid
Shahi suji halwa,27.21,44.44,382.34,2.96,3.48,21.73,2.18,109.15497844,Avoid
Carrot halwa (Gajar ka halwa),16.85,18.53,172.64,2.65,3.11,9.73,39.96,52.02845288,Avoid
Egg halwa (Ande ka halwa),37.85,39.59,299.74,0.49,7.85,13.41,83.04,153.01540599,Avoid
Potato halwa (Aloo ka halwa),17.42,29.18,151.66,1.64,1.53,3.48,4.23,70.92211582,Avoid
Pumpkin halwa (Kaddu ka halwa),26.64,27.6,190.27,2.97,1.33,8.81,8.09,88.1876178,Avoid
Moong dal halwa,25.59,40.23,349.8,2.65,8.35,17.68,11.19,101.68926810000002,Avoid
Caramel custard (steamed),14.98,15.02,121.58,0.0,4.97,4.87,43.57,60.913119739999985,Avoid
Baked custard,9.42,9.45,106.53,0.0,5.41,5.3,47.13,38.597306274999994,Moderate
Soft Custard (stirred),11.15,11.19,109.18,0.0,5.01,5.07,122.17,46.29845863,Avoid
Chocolate ice cream,15.33,15.41,177.7,0.0,4.47,11.25,36.79,62.74115355000001,Avoid
Mango ice cream,11.01,11.14,125.69,0.52,3.4,7.62,29.13,41.43832799,Moderate
Fruit Ice cream (Phalon ka Ice cream),14.03,16.05,171.46,0.33,4.37,10.38,38.78,57.16608994999999,Avoid
Caramel ice cream,14.52,14.81,173.52,0.08,4.31,11.15,33.47,59.09167468,Avoid
Lemon souffle,11.67,13.43,168.51,0.0,6.95,10.02,50.73,49.787763395,Avoid
Orange souffle,12.31,14.2,168.28,0.22,6.8,9.73,49.22,50.9381364,Avoid
Vanilla souffle,12.86,14.78,187.85,0.0,7.71,11.19,56.73,54.903263450000004,Avoid
Chocolate souffle,12.69,14.74,189.32,0.0,7.88,11.36,56.07,54.357286519999995,Avoid
Pineapple souffle ,13.45,15.52,196.14,0.0,8.06,11.72,59.17,57.504313919999994,Avoid
Apple mousse,10.56,12.77,106.92,1.6,4.21,4.27,28.79,34.03620526000001,Moderate
Rich chocolate mousse,10.3,10.84,188.26,0.0,7.96,12.19,51.71,43.17271076,Moderate
Mango mousse,8.89,9.14,124.98,0.88,3.21,8.47,19.62,30.485047580000003,Moderate
Orange and pineapple cream,11.37,11.96,101.18,1.03,1.44,5.43,10.17,39.46621692000001,Moderate
Charlotte rousse,20.48,34.08,188.29,1.01,3.95,4.78,56.45,90.26653848,Avoid
Triffle pudding,13.89,18.24,116.97,0.12,2.93,3.93,26.95,59.862029920000005,Avoid
Snow flakes pudding,8.01,8.07,95.21,0.03,4.67,4.97,39.6,32.651251705,Moderate
Kulfi,10.39,11.3,98.43,0.12,3.21,4.7,23.97,42.277538850000006,Moderate
Steamed orange pudding,26.53,41.53,278.03,0.58,2.34,12.04,79.1,120.21398788500001,Avoid
Meringue and rice pudding,10.87,14.6,112.93,0.17,4.84,4.05,44.16,46.9199167,Avoid
Cheese pudding,18.63,19.27,285.01,0.05,11.29,18.37,37.83,76.933121405,Avoid
Chocolate pudding,20.68,29.59,211.96,0.53,3.55,9.48,171.36,91.07488446,Avoid
Bread and butter pudding ,11.84,19.63,167.94,0.98,5.59,7.88,96.3,50.190499329999994,Avoid
Queen of pudding,11.77,16.35,132.92,0.27,5.51,5.38,85.59,51.2343863,Avoid
Pineapple upside down pudding,22.16,35.73,257.73,0.8,3.15,11.91,74.52,99.372003935,Avoid
Date and nut pie,31.18,46.86,322.42,4.13,3.93,13.31,3.87,114.66699018000001,Avoid
Stewed apple with custard,15.46,18.36,92.87,1.01,1.27,1.82,16.66,58.23386398000001,Avoid
Apple snowballs,19.4,24.58,101.51,1.25,0.86,0.31,12.8,74.61026737,Avoid
Hot orange souffle,14.93,18.77,179.97,0.29,6.87,8.95,58.8,63.08670553499999,Avoid
Hot chocolate souffle,22.88,26.21,226.09,0.12,6.7,11.1,54.11,96.000972835,Avoid
Hot vanilla souffle,18.17,21.77,192.93,0.13,6.87,9.07,59.59,77.05591291500001,Avoid
Plain burfi (Burfi),30.43,30.88,408.32,0.17,9.82,27.96,31.65,124.59433823999998,Avoid
Coconut burfi (Nariyal ki burfi),31.5,32.15,467.64,3.5,8.81,34.63,27.63,106.58799389999999,Avoid
Bottle gourd burfi (Ghiya/Lauki burfi),23.92,24.51,275.96,0.73,5.86,17.68,18.15,93.27656694,Avoid
Chocolate burfi,32.38,33.15,339.33,0.0,13.0,17.86,39.32,133.26351842500003,Avoid
Cashewnut burfi (Kaju burfi/Kaju katli),31.43,37.92,421.74,1.12,5.48,28.46,4.23,128.29015712000003,Avoid
Gram flour burfi (Besan burfi),28.44,46.59,421.79,3.41,11.19,22.41,13.02,112.40887941500002,Avoid
Semolina ladoo with khoya (Suji/Rava aur khoye ke ladoo ),33.28,52.86,428.71,4.68,6.71,21.86,14.4,124.81024159,Avoid
Semolina ladoo with coconut (Suji/Rava aur nariyal ke ladoo ),27.32,50.9,464.43,6.69,5.68,27.03,9.06,91.35252304999997,Avoid
Gram flour ladoo (Besan ladoo),37.76,62.61,476.91,4.43,8.93,22.76,5.48,150.77320026499999,Avoid
Sesame ladoo (Til ke ladoo),38.63,43.5,396.96,7.72,10.7,19.64,18.55,109.49366399999997,Avoid
Chenna murki,35.55,36.01,252.69,0.0,10.46,8.2,11.4,144.548905035,Avoid
Milk cake,8.9,9.13,127.41,0.06,3.01,8.93,24.97,36.283687995,Moderate
Ghujia/Lavang latika,6.08,13.0,768.98,0.52,1.86,78.93,3.28,33.104811000000005,Moderate
Gulab Jamun with khoya,24.12,26.09,586.06,0.07,2.03,53.23,15.09,103.06944580999999,Avoid
Mal pua,11.77,17.56,566.68,0.62,1.71,54.64,6.35,52.84913512,Avoid
Shahi tukre,34.7,41.46,189.81,0.51,2.76,2.54,71.04,144.03332839000004,Avoid
Potato pakora/pakoda (Aloo pakoda),0.22,6.04,677.19,1.03,1.9,71.84,63.38,5.960334140000001,Recommended
Onion pakora/pakoda (Pyaaz ke pakode),0.88,5.41,674.61,1.11,1.9,71.84,63.55,5.558946015000001,Recommended
Cauliflower pakora/pakoda (Phoolgobhi ke pakode),0.23,4.52,671.63,1.26,1.98,71.86,66.54,3.1752651399999996,Recommended
Mixed vegetable pakora/pakoda,0.38,5.12,673.81,1.13,1.94,71.86,65.35,4.63298608,Recommended
Spinach pakora/pakoda (Palak pakoda),0.2,4.68,712.62,1.02,1.96,76.38,69.54,4.804659239999998,Recommended
Methi pakora/pakoda (Methi ke pakode),0.25,4.68,713.25,1.18,2.06,76.39,69.83,4.061001500000001,Recommended
Egg pakora/pakoda (Ande ke pakode),0.19,4.48,710.51,0.86,2.83,75.86,75.37,5.403662720000002,Recommended
Bread pakora/pakoda,0.46,8.87,710.99,1.11,2.57,74.2,101.49,9.473872194999998,Moderate
Paneer pakora/pakoda,1.08,5.52,718.12,0.89,3.27,76.05,131.7,8.288603359999998,Moderate
Potato bonda (Aloo bonda),0.27,4.53,632.84,0.83,1.09,67.8,132.53,5.8088147800000005,Recommended
Potato samosa (Aloo ka samosa),0.29,9.21,577.39,1.19,1.71,59.19,77.1,8.092664285,Moderate
Minced meat samosa (Keema ka samosa),0.5,6.14,620.99,0.39,4.43,64.26,88.64,9.600831789999999,Moderate
Paneer and pea samosa (Paneer matar ka samosa),1.69,8.55,623.81,1.02,4.02,63.65,78.18,11.295336325000003,Moderate
Mathri,0.29,12.32,805.12,0.6,1.75,83.1,64.7,15.914361759999997,Moderate
Khasta kachori,0.34,12.81,712.73,0.97,2.51,72.27,90.56,14.205610695,Moderate
Vegetable cutlet,0.35,4.68,665.45,0.93,1.25,71.33,85.38,5.2849458999999985,Recommended
Flattened rice cutlet (Chirwa cutlet/Chivda cutlet/Poha cutlet),0.27,7.39,701.71,0.86,1.76,73.89,76.65,8.612345535000001,Moderate
Peanut cutlet (Mungfali ke cutlet),0.51,5.68,698.77,1.21,2.63,74.0,84.24,5.3032520399999985,Recommended
Fish cutlet (Machli ka cutlet),0.29,3.13,654.64,0.54,2.77,70.11,75.33,5.30065348,Recommended
Paneer potato cutlet (Paneer aloo cutlet),1.02,5.23,672.94,0.41,2.47,71.4,85.71,10.395521429999999,Moderate
Spinach chickpeas cutlet (Palak channa dal cutlet),0.16,4.93,688.03,0.93,1.44,73.6,79.13,5.428098184999998,Recommended
Cheese toast,0.53,5.49,785.37,0.31,1.98,84.11,121.05,10.988252195,Moderate
Vegetable burger,1.88,13.69,519.93,1.7,3.26,50.63,168.97,12.803876254999999,Moderate
Cheese pizza,3.42,30.62,249.5,1.95,5.79,12.43,397.73,33.072253499999995,Moderate
Vegetable seekh kebab,0.74,5.32,690.73,0.59,1.57,73.72,83.67,8.513402540000001,Moderate
Masala vada,0.24,4.06,826.02,1.07,1.69,89.15,74.53,4.667846179999999,Recommended
Peanut sago vada (Sabudana mungfali vada),0.19,7.14,749.89,0.62,1.01,79.82,71.29,9.746532189999998,Moderate
Vegeterian scotch egg,0.23,4.64,681.67,0.58,2.16,72.77,93.33,7.027742319999998,Recommended
Paneer shaslik/tikka,4.61,7.98,93.85,1.23,5.11,4.49,103.39,14.632238449999997,Moderate
Peanut brittle (Moongfali ki chikki),43.92,47.46,320.46,2.63,6.94,11.13,15.99,163.93925474,Avoid
Spring roll,0.6,8.56,623.87,0.67,1.81,64.63,132.84,11.200949080000001,Moderate
Dry mango chutney (Sookhe aam ki chutney),61.86,69.17,298.13,3.74,2.43,0.7,437.91,236.264347815,Avoid
Peanut chutney (Mungfali ki chutney),2.76,9.87,258.37,5.73,11.8,19.06,475.34,-9.793083215000003,Highly Recommended
Coconut chutney (Nariyal ki chutney),3.79,8.29,265.92,6.73,3.59,25.0,428.28,-15.517028480000004,Highly Recommended
Mint and coriander chutney (Pudinay aur dhaniye ki chutney),15.88,21.18,102.6,4.33,2.81,0.51,391.66,42.9945602,Moderate
Custard tart,9.31,28.66,225.6,0.91,3.72,10.73,59.74,52.3692544,Avoid
Lemon tart,10.68,30.68,303.35,0.81,6.12,17.45,76.09,60.1199167,Avoid
Jam tart,14.74,46.18,360.72,1.14,4.42,17.35,70.34,86.54660744000002,Avoid
Orange cream tart,10.08,27.43,197.16,0.64,2.58,8.72,36.85,54.83771481999999,Avoid
Pineapple tart,11.09,28.62,195.4,0.87,2.29,8.21,37.88,57.4716522,Avoid
Cheese and mushroom tart,3.16,21.43,246.1,1.18,5.51,15.28,212.42,26.388288450000005,Moderate
Cottage cheese pie,3.62,20.66,238.98,2.21,7.45,13.83,103.29,18.625499020000003,Moderate
Minced meat pie,1.42,18.11,221.55,2.33,7.38,13.04,127.85,10.483340575000003,Moderate
Apple cinnamon pie,11.95,33.68,258.73,1.77,3.35,12.21,60.14,59.74750396,Avoid
Lemon meringue pie,21.17,35.11,224.43,0.44,3.88,8.16,85.12,98.00316059500001,Avoid
Chocolate meringue pie,15.03,28.8,214.76,0.37,4.98,9.17,80.77,73.51246319999998,Avoid
Cream puffs,5.94,16.0,221.33,0.38,4.7,15.48,98.76,33.47179199999999,Moderate
Chocolate eclairs,17.34,26.22,239.42,0.33,4.24,13.5,85.88,78.42193886,Avoid
Cheese balls,0.63,4.81,681.28,0.18,2.21,72.57,120.7,10.77604352,Moderate
Minced meat patties,0.88,15.25,265.72,0.77,6.88,19.57,252.18,16.646634499999998,Moderate
Cheese patties,3.93,22.23,324.01,1.24,7.38,22.67,295.22,30.568111345,Moderate
Hot cheese souffle,2.91,5.41,177.1,0.12,9.18,13.23,286.96,16.98081665,Moderate
Hot potato souffle,1.78,8.56,125.64,0.66,5.51,7.64,97.2,10.828321759999998,Moderate
Hot fish souffle,1.68,3.69,142.92,0.1,11.23,9.24,110.94,9.685506219999999,Moderate
Hot spinach souffle,1.64,4.19,104.25,0.99,5.43,7.24,104.69,3.703921125000001,Recommended
Plain cream cake,27.74,47.18,353.94,0.71,6.18,16.17,174.0,130.51883338000002,Avoid
Apple cake (Seb ka cake),23.52,39.48,290.08,1.22,4.94,12.87,136.95,105.29185376000001,Avoid
Marble cake,27.56,46.88,354.11,0.71,6.3,16.27,138.48,129.31390152000003,Avoid
Chocolate cake,27.58,45.14,335.61,0.64,6.01,15.18,241.93,128.88271530999998,Avoid
Orange cake,28.38,48.28,357.61,0.83,6.1,16.21,105.41,132.10591162,Avoid
Fruit Loaf ,24.54,46.49,324.19,0.87,5.36,13.31,160.6,118.59573896499998,Avoid
Banana cake (Kele ka cake),23.04,40.0,389.51,1.14,5.77,23.31,117.81,105.87765999999999,Avoid
Chocolate chiffon cake,24.25,37.87,311.71,0.7,5.76,15.8,188.59,110.20156865499999,Avoid
Christmas cake,27.45,48.29,372.95,1.49,5.49,16.88,64.84,124.47836332500002,Avoid
Strawberry and vanilla cake with butter icing,32.43,44.25,370.54,0.79,3.89,20.39,107.27,140.60115925,Avoid
Eggless cake,27.7,46.14,318.08,0.68,8.12,11.75,310.5,130.40793168000002,Avoid
Swiss roll,32.96,48.34,251.87,0.55,7.3,3.77,51.9,145.93130937000004,Avoid
Pineapple pastry ,18.83,29.04,208.21,0.72,6.06,7.87,44.3,82.26946276000001,Avoid
Black forest pastry,21.35,34.48,233.55,0.54,6.09,8.46,53.43,96.94222060000001,Avoid
Coconut finger,28.55,42.56,274.86,1.87,7.09,8.86,46.86,117.87980624,Avoid
Pineapple cake ,16.16,23.51,195.57,0.76,5.01,9.34,37.47,68.239377605,Avoid
Chocolate walnut cookies (Chocolate aur akhrot ke cookies),22.58,47.1,424.8,1.54,6.56,23.62,280.44,111.123612,Avoid
Chocolate chip cookies,30.29,57.98,425.29,1.05,5.79,19.38,278.29,149.00314713,Avoid
Sweet plain biscuit,21.77,50.29,380.76,1.07,5.86,17.67,132.59,113.24516306,Avoid
Chocolate biscuit,24.16,51.56,379.76,1.01,5.88,17.09,127.02,122.08226384000001,Avoid
Coconut biscuit (Nariyal ke biscuit),20.76,42.9,434.98,3.64,5.78,27.16,105.76,85.0966963,Avoid
Sweet and salty biscuit (Meethay aur namkeen biscuit),7.22,45.09,407.96,1.68,6.15,22.39,414.7,63.09973746,Avoid
Peanut biscuit,21.26,46.72,401.05,2.48,8.45,20.41,202.26,99.1176584,Avoid
Pin wheel biscuit,23.25,54.56,404.6,1.16,5.4,18.66,131.73,121.80954640000002,Avoid
Saffron biscuit (Kesar biscuit),22.42,59.7,458.61,1.9,6.05,22.01,5.65,119.01885255000002,Avoid
Masala biscuit,6.82,45.18,393.64,2.14,6.06,20.75,714.52,61.61739827999999,Avoid
Ice box cookies,26.69,56.09,374.24,1.28,5.7,14.44,449.14,135.62606824000002,Avoid
Ginger bread man,29.12,60.26,365.0,1.6,6.61,11.01,477.99,145.12963499999998,Avoid
Danish cookies,21.73,58.0,475.33,1.37,5.33,24.92,201.06,121.06047099999999,Avoid
Short bread cookies,23.31,64.82,443.09,1.57,6.03,17.98,145.0,130.49566406999998,Avoid
Coffee biscuit,21.69,46.55,416.57,1.59,6.9,23.0,112.53,105.753500025,Avoid
Melting moments,25.0,55.84,437.91,1.88,5.71,21.78,119.09,123.72183416,Avoid
Ginger biscuit (Adarak ke biscuit),27.06,58.44,417.91,1.49,5.98,18.31,79.68,134.64019905999996,Avoid
Soyabean muthias,0.17,3.7,839.33,1.47,2.46,90.45,78.25,2.299328150000002,Recommended
Soyabean tikki,0.35,4.39,698.17,2.2,3.53,74.02,88.72,-1.1945550550000021,Highly Recommended
Soyabean namak paras,0.22,4.65,838.46,1.41,2.65,89.83,72.05,3.62782585,Recommended
Peanut burfi (Moongfali ki burfi),43.08,48.14,550.99,4.09,9.31,36.84,6.78,154.84299879000002,Avoid
Spinach peanut namak paras (Palak moongfali namak paras),0.28,6.62,740.16,0.81,1.65,78.51,73.15,8.25597888,Moderate
Gram flour and semolina chilla/cheela/savory pancake (Besan suji chilla/cheela),0.25,7.63,758.89,1.39,2.08,80.04,74.88,6.561849605000002,Recommended
Rice moong dal cheela (Chawal aur moong dal ka cheela),0.15,11.13,798.26,1.18,2.74,82.44,142.82,12.270395070000003,Moderate
Split bengal gram sweet rice (Channa dal sweet rice),19.41,41.07,190.21,2.23,4.15,0.64,8.38,85.089088705,Avoid
Sweet poori (Meethi poori),7.15,14.26,782.75,1.54,2.12,79.63,2.57,30.688502249999996,Moderate
Wheat flour and moong dal burfi (Atta aur moong dal ki burfi),31.12,60.0,441.08,6.02,9.84,18.41,5.25,116.46372000000001,Avoid
Spinach burfi (Palak burfi),12.12,12.76,121.17,1.17,2.71,6.81,27.77,41.83861938,Moderate
Sweet split chickpea roti (Sweet channa dal roti/Puranpoli),24.73,62.66,366.59,8.16,9.51,7.93,12.05,84.10057941,Avoid
Sprouted moong daliya ,1.67,14.77,111.56,3.12,2.81,4.71,196.73,3.373461179999998,Recommended
Sprouted moong poha ,1.93,26.6,192.6,3.13,5.59,6.89,220.82,16.297674000000004,Moderate
Pearl millet ladoo (Bajra ladoo),27.44,50.98,319.66,6.0,9.61,8.06,12.26,94.57004002000001,Avoid
Paushtik ladoo,38.12,60.34,485.87,4.57,7.65,24.98,6.09,148.64600936999997,Avoid
Paushtik roti,2.03,26.59,149.26,5.74,7.17,1.51,170.96,2.401923510000003,Recommended
Semolina carrot vada (Suji gajar vada),1.21,6.52,699.53,1.07,1.56,74.07,73.17,7.832840339999998,Recommended
Dhokla,4.78,30.68,216.49,4.95,13.45,5.28,376.02,15.969486979999996,Moderate
Kashmiri tea (Kehwa),5.14,5.23,24.9,0.16,0.17,0.51,0.29,19.58593405,Moderate
Steeped hot coffee,2.96,3.01,15.91,0.0,0.39,0.33,2.82,11.941883364999999,Moderate
Hot chocolate,8.86,9.02,90.01,0.0,3.43,4.61,36.04,36.312683529999994,Moderate
Cold coffee (with cream),11.91,11.98,82.76,0.0,1.93,3.29,15.35,48.17671972000001,Avoid
Banana milkshake with ice cream (Kele ka milkshake ice cream ke saath),9.94,11.15,76.45,0.27,2.01,2.77,16.63,39.526162625,Moderate
Flavoured milkshake,8.61,8.65,66.78,0.0,2.06,2.83,16.34,34.871547050000004,Moderate
Jal jeera,5.71,6.7,30.24,0.95,0.44,0.26,215.62,19.427091199999996,Moderate
Gingo,12.08,12.42,48.02,0.17,0.14,0.06,21.5,47.78596126,Avoid
Mintade,10.47,10.59,40.32,0.03,0.03,0.02,26.69,42.12344832,Moderate
Canjee,0.21,0.44,6.61,0.36,0.24,0.42,43.03,-0.6877637399999998,Highly Recommended
Cauliflower canjee (Phoolgobhi ki canjee),0.09,0.35,6.9,0.49,0.39,0.42,41.45,-1.42963775,Highly Recommended
Potato canjee (Aloo canjee),0.1,2.69,16.26,0.43,0.44,0.39,35.99,1.03096091,Highly Recommended
Vermicelli porridge (Semiya/Seviyan porridge),7.04,10.56,78.4,0.48,2.5,2.98,65.33,29.270485600000008,Moderate
Semolina upma (Suji/Rava upma),1.31,16.31,147.89,3.24,3.3,7.49,101.59,3.237712884999997,Recommended
Vermicelli upma (Semiya/Seviyan upma),1.4,16.88,149.11,3.21,3.11,7.45,101.8,4.068046519999996,Recommended
Rice upma,1.13,17.96,151.27,2.12,2.63,7.46,101.75,10.34452138,Moderate
Bread upma,1.56,12.6,129.51,1.96,2.8,7.75,176.44,6.8346739,Recommended
Vegetable upma,1.39,16.46,146.47,4.19,4.73,6.63,347.02,1.132834429999999,Highly Recommended
Poha,0.87,35.05,294.53,3.72,6.09,14.14,377.1,23.389991474999995,Moderate
Vegetable poha,1.4,21.52,180.52,3.76,4.89,8.07,418.02,9.356418559999998,Moderate
Moong dal stuffed cheela/chilla (Moong dal ka cheela/chilla),1.11,19.42,154.89,4.25,6.97,5.11,267.23,2.714494570000003,Recommended
Paneer stuffed cheela/chilla,3.81,19.16,205.19,4.03,11.44,8.89,289.1,6.935716060000001,Recommended
Indian style egg bhujia (Anda bhujia (Indian style)),1.95,3.76,102.83,1.53,6.1,7.02,218.05,1.5659961199999994,Highly Recommended
French omelette/omlet,0.1,0.41,211.04,0.38,10.03,18.86,381.85,3.3894789600000004,Recommended
Puffy omelette/omlet,0.08,0.08,188.15,0.0,8.82,16.84,340.53,4.5695578,Recommended
Orange omelette/omlet,1.68,1.68,194.66,0.0,8.93,16.84,340.92,11.02025432,Moderate
Cheese and mushroom omelette/omlet,1.07,1.68,205.63,0.93,9.69,17.82,400.29,3.3722187600000004,Recommended
Spanish omelette/omlet,1.03,5.1,157.45,2.54,8.25,11.44,233.87,-3.48735075,Highly Recommended
Mixed stock,0.2,0.33,25.19,0.15,2.06,1.71,9.51,0.06934690500000007,Highly Recommended
Meat stock,0.0,0.0,24.48,0.0,2.1,1.78,8.62,0.17520000000000002,Highly Recommended
White stock,0.24,0.4,6.99,0.17,0.07,0.56,1.56,-0.01748060000000018,Highly Recommended
Meat consomme (with mutton),0.24,0.51,29.76,0.71,14.86,13.68,12665.52,124.75347664,Avoid
Consomme au julienne,0.83,1.49,27.76,1.38,12.49,10.66,10208.47,98.08540436,Avoid
Consomme au vermicelli,0.27,1.3,29.94,0.81,15.23,12.98,12524.61,123.43443830000002,Avoid
Green pea soup (Matar ka soup),0.87,3.63,39.81,2.49,11.06,12.9,10958.11,102.341276545,Avoid
Spinach soup (Palak ka soup),0.29,3.03,32.59,1.98,10.54,14.26,12088.21,115.04441215499999,Avoid
Mixed vegetable soup,1.64,2.95,35.71,1.64,8.22,11.66,9202.27,89.093501675,Avoid
Cheese soup,0.84,1.87,41.13,1.8,12.39,17.07,13695.35,131.57053696500003,Avoid
Mulligatawny soup,1.26,8.24,54.42,2.6,11.26,13.28,11602.5,113.31926312,Avoid
Cream of carrot soup,1.77,5.69,59.77,1.98,8.27,12.35,8694.79,85.264913695,Avoid
Cream of broccoli soup,1.59,3.72,56.14,1.89,8.97,12.75,8792.43,84.53262612,Avoid
Cream of potato soup,1.24,6.14,60.2,1.51,8.1,12.05,8503.99,85.5898442,Avoid
Almond soup (Badam ka soup),1.94,3.68,78.65,0.91,10.13,13.8,8376.94,87.67831480000001,Avoid
Cold cucumber cream soup ,0.51,1.76,11.88,0.73,0.34,0.34,207.89,0.7445363199999999,Highly Recommended
Cold tomato soup,0.22,0.59,16.9,0.16,0.11,1.56,287.15,3.0889956499999993,Recommended
Chicken stew,1.43,4.44,127.55,1.82,7.19,8.91,79.62,-1.8318517000000014,Highly Recommended
Veg paneer stew,4.85,10.22,145.55,3.08,6.98,8.41,73.15,4.739128149999999,Recommended
Onion-green chilli parantha/paratha (Pyaaz aur hari mirch ka parantha/paratha),2.71,26.37,191.27,5.16,4.37,7.27,241.19,6.947468484999998,Recommended
Methi parantha/paratha,2.44,22.19,148.36,5.09,4.27,4.34,48.36,0.4964162599999966,Highly Recommended
Bathua poori,0.41,13.85,598.79,1.87,2.35,59.14,49.71,9.628586225,Moderate
Gram flour poori (Besan poori),0.35,10.93,697.66,1.94,2.59,71.51,58.33,6.90011357,Recommended
Beetroot poori (Chukandar ki poori),0.54,12.29,527.66,1.4,1.91,52.18,46.48,9.90354121,Moderate
Peas poori (Matar ki poori),0.48,14.92,592.83,2.25,3.04,57.69,47.77,8.86295354,Moderate
Peas kachori (Matar kachori),0.5,13.25,584.68,2.03,3.21,57.51,55.45,8.217051500000002,Moderate
Pizza,1.38,9.94,146.77,1.71,6.85,8.72,225.02,5.74403407,Recommended
Bacon and mushroom pancake,1.23,8.47,157.67,1.59,6.82,10.6,344.23,5.984119734999999,Recommended
Cheese and tomato pancake,3.48,10.66,147.39,1.06,5.15,9.28,281.62,17.248876609999996,Moderate
Minced meat pancake (with chicken),1.29,8.18,116.04,0.7,12.01,10.48,4942.18,57.27318108000001,Avoid
Eggplant/Brinjal rice (Vangi bhat),4.36,31.74,184.8,4.44,5.28,3.67,59.06,15.771932799999998,Moderate
Kashmiri 'tahar',0.17,19.11,98.21,0.98,1.95,1.37,61.29,15.351418964999999,Moderate
Cumin pulao (Jeera/Zeera pulao),0.64,23.61,135.24,1.4,2.47,3.2,219.73,20.11825246,Moderate
Peas pulao (Matar pulao),1.3,18.42,108.87,3.21,3.89,1.9,86.18,4.9926078099999955,Recommended
Split bengal gram dal and vegetable pulao (Channa dal and vegetable pulao),1.59,19.72,116.53,3.16,3.6,2.3,98.07,7.0298957399999935,Recommended
Black channa pulao/ Bengal gram pulao (Kale chane ka pulao),1.99,21.55,125.51,2.69,3.44,2.58,103.09,11.755111075,Moderate
Mutton pulao,1.0,11.26,130.77,1.65,6.52,10.78,3115.59,35.97577053,Moderate
Chicken pulao,0.99,11.17,108.24,1.64,6.07,8.48,3093.47,35.54955612,Moderate
Mexican rice,1.44,14.21,120.57,1.64,4.62,4.88,93.42,8.957194955000002,Moderate
Plain khitchdi (Plain khichri/khichdi),0.12,10.04,57.03,0.85,1.72,1.01,37.14,6.423787179999998,Recommended
Instant idli (with semolina),3.35,43.4,247.29,7.13,9.16,3.61,1504.66,28.104457899999996,Moderate
Plain dosa,0.7,64.08,380.91,5.23,10.34,8.43,142.98,44.17760691999999,Moderate
Masala dosa mixed vegetable fillings,1.53,23.02,144.53,4.31,4.84,3.26,122.08,4.959362090000003,Recommended
Masala dosa paneer fillings,4.81,29.76,243.12,3.11,10.31,8.84,160.4,25.706787680000005,Moderate
Uttapam,1.5,36.28,255.95,4.4,6.18,9.03,228.69,19.986279900000007,Moderate
Appam,4.16,13.28,267.7,6.19,3.12,22.63,26.59,-11.371341600000003,Highly Recommended
Beans and macaroni,1.68,14.24,136.08,2.05,4.58,7.01,182.79,8.223066880000001,Moderate
Spaghetti bolognese,1.41,10.04,97.43,1.08,9.35,9.51,5358.6,60.97222958,Avoid
Meat and macaroni casserole,1.0,16.12,161.55,1.19,9.15,10.17,2511.99,37.2390279,Moderate
Spaghetti with meat balls and tomato sauce,1.87,10.46,158.13,1.11,5.61,10.64,189.13,11.026905969999998,Moderate
Spaghetti with paneer balls and tomato sauce,3.03,12.72,158.54,1.25,3.95,10.44,199.55,15.942494320000002,Moderate
Lasagne with meat sauce,1.04,5.38,63.38,0.47,2.9,3.43,37.08,5.82694766,Recommended
Lasagne with vegetables,1.37,5.9,49.23,0.66,1.71,2.16,40.78,5.98236855,Recommended
Home made egg noodles,1.03,42.92,240.84,1.6,6.55,4.37,177.24,39.54292792,Moderate
Sour lentils (Khatti dal),1.25,6.04,34.79,1.22,2.22,0.12,115.6,2.504519740000001,Recommended
Urad special dehusked,1.32,8.86,69.43,2.5,3.14,2.17,109.56,-0.9576275299999999,Highly Recommended
Arhar with spinach (Arhar dal aur palak),0.23,4.77,52.84,1.3,2.05,2.76,109.97,-0.212992980000001,Highly Recommended
Moong dal with vadi,0.45,1.0,24.08,0.39,0.4,2.05,112.36,0.8692119999999997,Highly Recommended
Rasam with tamarind (Puli rasam/ Chintapandu rasam/ Charu/Saaru),0.83,3.37,26.74,1.6,1.13,0.88,104.11,-2.659882930000001,Highly Recommended
Rasam with lemon (Nimmakaya rasam/Nimmakaya charu/Elumichai rasam/Nimbe hannina saaru),0.44,2.85,24.41,1.54,1.11,0.87,102.77,-3.306364725,Highly Recommended
Green gram whole with baghar (Sabut moong dal with tadka),0.15,6.8,63.43,3.02,3.23,2.48,181.69,-6.136901400000001,Highly Recommended
Urad sabut special,0.86,5.03,79.39,2.15,2.33,5.46,60.09,-3.8832002449999994,Highly Recommended
Kabuli channa curry,1.24,7.63,68.57,1.12,2.92,3.06,122.05,5.017978364999999,Recommended
Besan gatte curry,4.5,16.26,189.38,3.25,7.75,10.72,356.27,11.733097820000005,Moderate
